[29-Mar-2021 12:01:57 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:01:58 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:01:58 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:01:58 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:01:59 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:01:59 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:01:59 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:07:29 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:07:29 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:07:29 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:07:30 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:07:30 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:07:30 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:07:30 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:07:30 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:07:30 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:13:58 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:13:58 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:13:58 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:13:59 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:13:59 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:13:59 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
[29-Mar-2021 12:14:00 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 22
[29-Mar-2021 12:14:00 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 23
[29-Mar-2021 12:14:00 Asia/Tokyo] PHP Notice:  Trying to access array offset on value of type bool in /var/www/html/memo/action/select.php on line 24
